10000,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,アッパーマウント,スプリング仕様,ダウン量(mm),調整範囲(mm),備考,定価,物販売価,SET価格,Camp売価,商品ID,物販コード,取付コード,メーカー名,商品名,タイプ,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,納期
10000test,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,アッパーマウント,スプリング仕様,ダウン量(mm),調整範囲(mm),備考,定価,物販売価,SET価格,Camp売価,商品ID,物販コード,取付コード,メーカー名,商品名,タイプ,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,納期
10001,﻿ID(内径),自由長,バネレート,-,-,メーカー品番,タイプ,入数,-,仕様,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販売価,cmp価格,取付売価,cmp価格
10002,﻿自動車メーカー,車種,型式,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10003,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10004,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10005,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10006,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10007,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10008,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10009,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10010,﻿自動車メーカー,車種,型式/モデル,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10011,﻿自動車メーカー,車種,型式,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
10012,﻿自動車メーカー,車種,型式,年式,適合詳細,メーカー品番,車高調タイプ,アッパーマウント【F|R】,減衰力調整,ダウン量,備考,定価,物販売価,取付売価,キャンペーン価格,商品ID,物販コード,取付コード,工賃,物販価格,camp価格,取付価格,camp価格
